"startupname","startupurl","desc"
"Anfiro","http://www.anfiro.com/?rel=startups-list.com","Clean and affordable water for a better tomorrow Anfiro is a water technology start-up addressing global freshwater scarcity. We are using our self-assembling polymers to create reverse osmosis (RO) membranes that vastly outperform current membrane technology. This enables us to significantly reduce the cost ..."
"Subease","http://www.subease.com/?rel=startups-list.com","Blue collar LinkedIn Subease is a mobile and web platform that connects contractors with skilled labor. It will be like a blue collar linkedIn, with a touch of Uber and Airbnb functionality. It enables both parties to upload their profiles/jobs and qualifications/requirements, creating ..."
"Fintap","http://fintap.co/?rel=startups-list.com","Patient Payments made simple Offers a portal to Healthcare providers manage their patients and their bills. Fintap takes it from there and collect it for them. Fintap brings patients from different providers into the system and helps them pay their bills anytime, anywhere and efficient. Helps ..."
"Notch","http://www.notchfi.com/?rel=startups-list.com","Student Loans and Mortgages for Prime Borrowers Notch is a financial services company catering to the next generation professional. We provide the career strong borrower with the lower student loan and mortgage rates that they deserve. While using the latest technology, saving money by refinancing loans can ..."
"Teaching Garage","http://www.teachinggarage.com/?rel=startups-list.com","Curriculum for Elementary STEM Teachers  Teaching Garage is the creator of Design SySTEM, the first and only digital STEM (science, technology, engineering, and math) curriculum for elementary school teachers. The curriculum covers ten fields of engineering that are aligned with state science, Common ..."
"DARTdrones Flight Academy","http://www.dartdrones.com/?rel=startups-list.com","Learn to fly drones! DARTdrones is the only FAA certified drone flight academy in the United States. We teach classes that help drone pilots operate their equipment efficiently and safely."
"Fireflies","http://firefliesapp.com/?rel=startups-list.com","P2P Delivery Marketplace on College Campuses Fireflies is a peer to peer task sharing app aimed at growing the sharing economy on college campuses. We want to change the way students exchange goods and services within a community. By using feed rank algorithms, integrated payment systems, and leveraging degrees ..."
"Seniorlink","http://www.seniorlink.com/?rel=startups-list.com","Innovative, Advance Technology, Healthcare, Data & Analytic  Seniorlink, Inc. is dedicated to helping elders with complex medical conditions and people with disabilities live with dignity and independence in their communities. Seniorlink employs highly qualified professionals and specially designed communication technology ..."
"WISP","http://wisp.co/?rel=startups-list.com","Your Voice, Your Story Wisp is a new media platform with voice, images, music and location that is simple for anyone to use. We are looking to create deep emotional connections between friends, family, local businesses and communities. We want to inspire, connect, explain and guide ..."
"Publect","http://www.publect.com/?rel=startups-list.com","vote on anything we believe in the power of the people! with us, you can vote on anything. That includes: bills that are making their way through congress; people running for elected office; important political and social issues of the day; whatever is on the table! your vote ..."
"SMVG","https://www.linkedin.com/in/stuartmvgardner?rel=startups-list.com"," SMVG is focusing on developing drone technology to be used in the real estate market. I have a concept and is looking to develop a team to bring the product to market. Therefore, I am looking for others interested in these markets and willing to put sometime in, ..."
"ShopperWiser Media","http://www.shopperwiser.com/?rel=startups-list.com","We guide you toward healthy decisions ShopperWiser is an innovative mobile & media platform that connects brands with consumers via proximity-triggered communication. We install interactive displays in supermarkets that show shoppers a nutritional health score with products, deliver mobile coupons ..."
"Rootnote","http://rootnote.net/?rel=startups-list.com","spotify for local music Rootnote is a streaming music service that brings great local music directly to listeners. For listeners Rootnote is a social network allowing them to stream and share music, discover local events, and support their favorite artists. For musical artists Rootnote ..."
"Mariposa","http://www.mariposahg.com/?rel=startups-list.com","Leading adoption of data services through VAS and personalized mobile content Mariposa aims to create global adoption of new mobile technologies and generate massive uptake in revenues for mobile operators and MVNOs. Mariposa and its partners in Money, Music and Social offer an an end-to-end solution for operators to acquire new subscribers ..."
"NuFit Media","http://www.nufitmedia.com/?rel=startups-list.com","Transformational health care data science and analytics company  NuFit Media operates a portfolio of web media companies that deliver highly qualified traffic to leading consumer brands in the health space."
